rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period
266,8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.708326451
267,8256049,K00909.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,16.37198661
268,8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.392026903
269,9140402,K00928.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,2.494170338
270,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.491682808
271,9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,3.044770796
272,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.855603916
273,9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3.855599139
274,11449844,K00125.01,Kepler-468 b,CONFIRMED,CANDIDATE,0.92,0,0,0,0,38.47876629
275,8605074,K00915.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,37.60166128
276,8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.314947362
277,8655354,K00917.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,6.71969089
278,8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,39.6431552
279,8686150,K00919.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,51.42598578
280,8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.80451611
281,8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.28194593
282,8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,1,0,0,0,0,18.11993039
283,8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.78402867
284,8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.15448142
285,5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,33.80364366
286,8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.743469797
287,8951215,K00924.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,39.4759093
288,9016295,K00925.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.97448524
289,9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.166353562
290,9097120,K00927.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,23.89963441
291,9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,1,0,0,0,0,3.388012244
292,9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,1,0,0,0,0,5.83909761
293,9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.620467654
294,9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,1,0,0,0,0,10.6816951
295,9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.104849417
296,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.578780566
297,9171801,K00933.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,3.187067566
298,9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.826657508
299,9334289,K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,12.41216347
300,9334289,K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,1,0,0,0,0,18.74649011
301,9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,1,0,0,0,0,20.86021229
302,9347899,K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,1,0,0,0,0,42.63427848
303,9347899,K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,0.973,0,0,0,0,87.6476068
304,9347899,K00935.04,,CANDIDATE,CANDIDATE,0.975,0,0,0,0,9.61731426
305,9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,0.953,0,0,0,0,9.467821474
306,9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,0.704,0,0,0,0,0.893040969
307,11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,4.942783419
308,9406990,K00937.01,Kepler-733 b,CONFIRMED,CANDIDATE,1,0,0,0,0,20.83426731
309,9415172,K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,1,0,0,0,0,9.94602357
310,9415172,K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,1.04562195
311,9415172,K00938.03,Kepler-255 b,CONFIRMED,CANDIDATE,0.949,0,0,0,0,5.71462396
312,9904059,K00145.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,102.9641952
313,3231341,K01102.02,Kepler-24 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.14515981
314,3231341,K01102.03,Kepler-24 e,CONFIRMED,CANDIDATE,1,0,0,0,0,18.9985279
315,3231341,K01102.04,Kepler-24 d,CONFIRMED,CANDIDATE,0.999,0,0,0,0,4.24439049
316,2860866,K01103.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,90.1240507
317,7626506,K00150.02,Kepler-112 c,CONFIRMED,CANDIDATE,1,0,0,0,0,28.5742692
318,10460629,K01168.01,,CANDIDATE,CANDIDATE,,0,0,0,0,856.672115
319,10319385,K01169.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,0.689210173
320,10482160,K01170.01,,CANDIDATE,CANDIDATE,0.965,0,0,0,0,7.34373964
321,10485069,K01171.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,0.445277068
322,3233043,K00966.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.379463865
323,6579806,K00967.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.88047978
324,3560301,K00968.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,4.6484156
325,4044005,K00969.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,17.51201477
326,11502218,K00970.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.9886021
327,11180361,K00971.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,0.533059312
328,5802246,K01044.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.525154153
329,6066403,K01045.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.303861044
330,6209637,K01046.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,0.73452496
331,5988031,K01047.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,2.55549176
332,7684873,K00014.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.947376671
333,8559644,K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,1,0,0,0,0,224.7789355
334,2851100,K01104.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.890110752
335,3130300,K01105.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,5.76573396
336,3240158,K01106.01,Kepler-769 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.42608123
337,3240158,K01106.02,Kepler-769 c,CONFIRMED,CANDIDATE,0.989,0,0,0,0,15.9868932
338,3228959,K01107.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.73094589
339,3218908,K01108.01,Kepler-770 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.92537246
340,10341913,K01172.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.933749106
341,10480921,K01173.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.037440623
342,10287723,K01174.01,,CANDIDATE,CANDIDATE,,0,0,0,0,129995.7784
343,10350571,K01175.01,Kepler-784 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,31.5925809
344,3749365,K01176.01,Kepler-785 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,1.97376085
345,11013201,K00972.01,,CANDIDATE,CANDIDATE,0.632,0,0,0,0,13.11896244
346,11673674,K00133.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,4.618767792
347,11013201,K00972.02,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,7.82187328
348,9414417,K00974.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,53.5057611
349,3632418,K00975.01,Kepler-21 A b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.785821236
350,3441784,K00976.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,52.56901867
351,5820218,K01048.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,3.411758679
352,5876368,K01049.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.525426427
353,5809890,K01050.01,Kepler-755 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.269091415
354,6131236,K01051.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,6.79685353
355,9048161,K00146.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,8.667822346
356,3218908,K01108.02,Kepler-770 c,CONFIRMED,CANDIDATE,0.993,0,0,0,0,1.475323222
357,3218908,K01108.03,Kepler-770 d,CONFIRMED,CANDIDATE,1,0,0,0,0,4.15246118
358,3235672,K01109.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,6.7210783
359,2837111,K01110.01,Kepler-771 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,8.7348852
360,3120276,K01111.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,10.26547688
361,2307199,K00151.01,,CANDIDATE,CANDIDATE,0.752,0,0,0,0,13.4471791
362,3547091,K01177.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.305577989
363,3869825,K01178.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.800653901
364,3655332,K01179.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,15.06649901
365,4042026,K01180.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,34.82008158
366,3344419,K01181.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.651784374
367,11192141,K00977.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.353771892
368,11494130,K00978.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,18.95491633
369,5648449,K00979.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.348866254
370,12167361,K00980.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,47.93094546
371,8607720,K00981.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,3.99751422
372,1433962,K00982.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.592633181
373,9032900,K00134.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,67.5923754
374,5956342,K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,1,0,0,0,0,17.02902786
375,5956342,K01052.02,Kepler-265 b,CONFIRMED,CANDIDATE,0.945,0,0,0,0,6.84619236
376,5956342,K01052.03,Kepler-265 e,CONFIRMED,CANDIDATE,0.765,0,0,0,0,67.8321638
377,5956342,K01052.04,Kepler-265 d,CONFIRMED,CANDIDATE,0.815,0,0,0,0,43.1312147
378,5956656,K01053.01,Kepler-756 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,1.224866441
379,3109930,K01112.01,,CANDIDATE,CANDIDATE,0.931,0,0,0,0,37.8102649
380,2854914,K01113.01,Kepler-268 b,CONFIRMED,CANDIDATE,1,0,0,0,0,25.93406406
381,2854914,K01113.02,Kepler-268 c,CONFIRMED,CANDIDATE,0.912,0,0,0,0,83.4463485
382,3337425,K01114.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,7.04710032
383,3116412,K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,12.99204853
384,3865567,K01182.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,11.11620211
385,3544689,K01183.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.922861499
386,4037164,K01184.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.635445336
387,3443790,K01185.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.665784138
388,3966912,K01186.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,55.6639167
389,8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,0.994,0,0,0,0,52.09081627
390,11607193,K00983.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,7.1548608
391,1161345,K00984.01,,CANDIDATE,CANDIDATE,0.711,0,0,0,0,4.28746668
392,10227501,K00985.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,2.002779769
393,2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.18739443
394,2854698,K00986.02,Kepler-260 c,CONFIRMED,CANDIDATE,0.881,0,0,0,0,76.0498163
395,8559644,K00139.02,Kepler-111 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.341799486
396,6032981,K01054.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,3.3226948
397,5866099,K01055.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,36.97708808
398,5964985,K01056.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,1.851409163
399,6066416,K01057.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.303859704
400,1996679,K00147.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,145.5624926
401,2849805,K01116.01,Kepler-773 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.749105745
402,3114811,K01117.01,Kepler-774 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.08956602
403,2853446,K01118.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,7.37290344
404,3003992,K01119.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,7.24476126
405,3942446,K01193.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,119.0624882
406,3554031,K01194.01,Kepler-415 c,CONFIRMED,CANDIDATE,1,0,0,0,0,8.70798309
407,3554031,K01194.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,14.8623076
408,3554031,K01194.03,Kepler-415 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,4.17634276
409,8394721,K00152.02,Kepler-79 c,CONFIRMED,CANDIDATE,1,0,0,0,0,27.40229859
410,7295235,K00987.01,Kepler-743 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.179267286
411,2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.38122447
412,2302548,K00988.02,Kepler-261 c,CONFIRMED,CANDIDATE,1,0,0,0,0,24.5709023
413,10743597,K00989.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,81.221876
414,10743597,K00989.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.817026268
415,9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.024092505
416,6124941,K01058.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.670155713
417,6060203,K01059.01,Kepler-757 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.022678654
418,5880320,K01060.01,Kepler-758 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.10968709
419,5880320,K01060.02,Kepler-758 c,CONFIRMED,CANDIDATE,0.758,0,0,0,0,4.75796103
420,5880320,K01060.03,Kepler-758 d,CONFIRMED,CANDIDATE,1,0,0,0,0,20.4972755
421,3003992,K01119.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,13.55480534
422,6307537,K01120.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,29.74454668
423,6359798,K01121.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,14.15402428
424,6311681,K01122.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.844786082
425,6365321,K01123.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,0.848483947
426,6301035,K01124.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,11.99097576
427,3859079,K01199.01,Kepler-786 b,CONFIRMED,CANDIDATE,1,0,0,0,0,53.5292702
428,3557493,K01200.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,0.393726813
429,4061149,K01201.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,2.757584622
430,3444588,K01202.01,Kepler-787 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,0.928310036
431,8394721,K00152.03,Kepler-79 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.48457668
432,3962243,K01203.01,Kepler-276 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,31.8841473
433,10743597,K00989.03,,CANDIDATE,CANDIDATE,,0,0,0,0,16.15811112
434,10015516,K00990.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,67.69213907
435,10154388,K00991.01,Kepler-744 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,12.06222962
436,1432789,K00992.01,Kepler-745 b,CONFIRMED,CANDIDATE,0.848,0,0,0,0,9.93146307
437,1718189,K00993.01,Kepler-262 c,CONFIRMED,CANDIDATE,1,0,0,0,0,21.85362905
438,5880320,K01060.04,Kepler-758 e,CONFIRMED,CANDIDATE,0.884,0,0,0,0,8.19345065
439,5130369,K00140.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,19.97867
440,6037187,K01061.01,Kepler-759 b,CONFIRMED,CANDIDATE,1,0,0,0,0,41.8059544
441,6147122,K01062.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,15.45158184
442,8257407,K01063.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,89.69816853
443,8218274,K01064.01,,CANDIDATE,CANDIDATE,0.557,0,0,0,0,1.187352427
444,3964562,K00015.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,3.012476582
445,5735762,K00148.01,Kepler-48 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.77800306
446,6292162,K01125.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.814839231
447,6307521,K01126.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,29.7452499
448,6359320,K01127.01,Kepler-269 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.32667299
449,3848972,K01187.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.741057213
450,3860441,K01188.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.988085455
451,3765771,K01189.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.783883492
452,3557341,K01190.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.393727296
453,3859628,K01191.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,8.17242644
454,3644071,K01192.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1295.362215
455,1718189,K00993.02,Kepler-262 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.0607936
456,1431122,K00994.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,4.2989201
457,3858949,K00995.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,25.9518461
458,3858824,K00996.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,25.9518536
459,2157247,K00997.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,5.68628739
460,7601633,K00136.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,15.66388695
461,8242681,K01065.01,,FALSE POSITIVE,FALSE POSITIVE,0.008,0,1,0,0,4.020628573
462,8260218,K01066.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.714817603
463,8246781,K01067.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,185.0228822
464,8264070,K01068.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.897432135
465,8222813,K01069.01,Kepler-760 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.70420525
466,6359320,K01127.02,Kepler-269 c,CONFIRMED,CANDIDATE,1,0,0,0,0,8.1280933
467,6359320,K01127.03,,CANDIDATE,CANDIDATE,1,0,0,0,0,2.83668931
468,6362874,K01128.01,Kepler-775 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.974868896
469,6272413,K01129.01,Kepler-776 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.89721006
470,8279765,K01130.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.757794163
471,8330548,K01132.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.914158508
472,3348082,K01196.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3.98216698
473,3853673,K01197.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.643794198
474,3447722,K01198.01,Kepler-275 c,CONFIRMED,CANDIDATE,0.986,0,0,0,0,16.08832318
475,3447722,K01198.02,Kepler-275 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,10.30067919
476,3447722,K01198.03,Kepler-275 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,35.6757453
477,3447722,K01198.04,,CANDIDATE,CANDIDATE,,0,0,0,0,1.00861677
478,1432214,K00998.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,161.7883271
479,2165002,K00999.01,Kepler-263 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.56806842
480,2165002,K00999.02,Kepler-263 c,CONFIRMED,CANDIDATE,1,0,0,0,0,47.3329299
481,2441728,K01000.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.856895349
482,1871056,K01001.01,Kepler-264 b,CONFIRMED,CANDIDATE,0.976,0,0,0,0,40.8065333
483,8222813,K01069.02,Kepler-760 c,CONFIRMED,CANDIDATE,1,0,0,0,0,2.46697039
484,12105051,K00141.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,2.624234833
485,8240904,K01070.01,Kepler-266 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.61836309
486,8240904,K01070.02,Kepler-266 c,CONFIRMED,CANDIDATE,1,0,0,0,0,107.7214092
487,8240904,K01070.03,,CANDIDATE,CANDIDATE,,0,0,0,0,92.77779
488,8374494,K01133.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,5.251916208
489,5735762,K00148.02,Kepler-48 c,CONFIRMED,CANDIDATE,1,0,0,0,0,9.673958488
490,8414907,K01134.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,100.3039228
491,8414907,K01134.02,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,200.6110335
492,8397446,K01135.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.986620248
493,8386035,K01136.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,1.63484631
494,3962243,K01203.02,Kepler-276 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,14.12847677
495,3962243,K01203.03,Kepler-276 d,CONFIRMED,CANDIDATE,0.829,0,0,0,0,48.6478543
496,3438507,K01204.01,Kepler-788 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.39842977
497,3869014,K01205.01,Kepler-789 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.63847391
498,3756801,K01206.01,,CANDIDATE,CANDIDATE,,0,0,0,0,422.917678
499,1871056,K01001.02,Kepler-264 c,CONFIRMED,CANDIDATE,0.991,0,0,0,0,140.10765
500,1865042,K01002.01,Kepler-746 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.4815917
501,2438502,K01003.01,,FALSE POSITIVE,FALSE POSITIVE,0.046,0,1,0,0,8.360616221
502,2309585,K01004.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.838514968
503,5780460,K01005.01,Kepler-747 b,CONFIRMED,CANDIDATE,1,0,0,0,0,35.61760233
504,8244190,K01071.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.09206833
505,8229696,K01072.01,Kepler-761 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,10.12805158
506,8262210,K01073.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.613001111
507,10272640,K01074.01,Kepler-762 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.770551475
508,10232123,K01075.01,,CANDIDATE,CANDIDATE,0.964,0,1,0,0,1.343767797
509,10223616,K01076.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,29.12436474
510,8415745,K01138.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,31.82814583
511,8378634,K01139.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,3.629442796
512,8397675,K01140.01,,CANDIDATE,CANDIDATE,0.762,0,0,0,0,0.553261874
513,8346392,K01141.01,Kepler-777 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.72812616
514,8288947,K01142.01,Kepler-778 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.75574267
515,2437804,K06269.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,7.45301717
516,8312852,K01143.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,7.44042933
517,9480189,K00941.01,Kepler-257 c,CONFIRMED,CANDIDATE,1,0,0,0,0,6.581477136
518,11974540,K00129.01,Kepler-470 b,CONFIRMED,CANDIDATE,1,0,0,0,0,24.66919273
519,9480189,K00941.02,Kepler-257 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.382652873
520,9480189,K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,1,0,0,0,0,24.66461416
521,9512687,K00942.01,Kepler-735 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.51517167
522,8644288,K00137.01,Kepler-18 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.641567589
523,5738346,K01006.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,30.6113932
524,1725016,K01007.01,Kepler-748 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.40742502
525,1722276,K01008.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,569.934135
526,892772,K01009.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,5.09246539
527,1027438,K01010.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,110.6157662
528,10268907,K01077.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.103971357
529,5446285,K00142.01,Kepler-88 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.91610834
530,10166274,K01078.01,Kepler-267 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.353732008
531,10166274,K01078.02,Kepler-267 c,CONFIRMED,CANDIDATE,0.99,0,0,0,0,6.877446033
532,10166274,K01078.03,Kepler-267 d,CONFIRMED,CANDIDATE,0.992,0,0,0,0,28.46464804
533,10153827,K01079.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,0.293630085
534,5735762,K00148.03,Kepler-48 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,42.89645024
535,8302450,K01144.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.44199803
